target_id	length	eff_length	est_counts	tpm
ENST00000626448.1	752	457.934	0	0
ENST00000630916.1	1074	1136.88	0.747943	0.0495938
ENST00000594169.3	2163	1867.82	0	0
ENST00000626622.1	3398	3102.82	0	0
ENST00000625989.2	1600	1304.82	0	0
ENST00000628444.1	2323	2027.82	0	0
ENST00000630145.1	568	443.711	0	0
ENST00000610950.4	997	701.822	0	0
ENST00000619069.4	537	253.814	0	0
ENST00000616229.4	570	286.627	0	0
ENST00000610819.4	809	514.248	0	0
ENST00000564932.2	535	251.865	0	0
ENST00000611429.4	560	276.683	0	0
ENST00000611139.1	399	117.55	0	0
ENST00000559392.5	535	251.865	0	0
ENST00000558896.5	2317	2021.82	0	0
ENST00000557817.4	704	411.601	0	0
ENST00000558312.5	1094	798.822	0	0
ENST00000558798.2	687	394.755	0	0
ENST00000560969.1	346	65.7892	0	0
ENST00000560544.1	687	394.755	0	0
ENST00000565129.1	545	432.68	1	0.174224
ENST00000619611.4	1449	1314.89	232.957	13.3555
ENST00000619879.4	430	147.73	1.34279e-08	6.85195e-09
ENST00000618814.1	429	146.73	93.0041	47.7814
ENST00000563044.1	566	282.627	0	0
ENST00000562975.1	591	288.56	2	0.522478
ENST00000563016.1	420	137.814	2	1.09398
ENST00000566245.1	631	345.368	0	0
ENST00000567854.1	351	70.7414	0	0
ENST00000567246.1	4295	3999.82	0	0
ENST00000568541.1	556	272.737	0	0
ENST00000561964.1	448	165.529	5	2.27704
ENST00000566676.1	579	295.57	0	0
ENST00000565943.1	472	189.406	0	0
ENST00000570105.1	415	132.895	0	0
ENST00000566797.1	849	457.965	1	0.164605
ENST00000565893.1	818	523.248	0	0
ENST00000565512.5	433	150.685	11	5.50296
ENST00000562244.1	364	83.6405	0	0
ENST00000568045.5	1299	913.438	1	0.0825268
ENST00000565295.5	465	182.424	113	46.6949
ENST00000568609.5	1443	1006.38	0	0
ENST00000569908.1	1435	1023.45	95	6.99728
ENST00000567647.5	561	277.683	0	0
ENST00000565241.1	480	197.406	0	0
ENST00000562501.1	642	354.72	0	0
ENST00000564898.1	389	107.981	0	0
ENST00000568019.1	359	78.6894	0	0
ENST00000623426.1	3897	4089.39	422.303	7.78466
ENST00000557108.5	3210	3004.03	315.718	7.92264
ENST00000551631.6	4008	3425.1	134.228	2.95423
ENST00000551361.1	550	266.737	0	0
ENST00000553134.5	470	187.406	11.098	4.46411
ENST00000551938.1	1108	723.912	46.8323	4.87678
ENST00000552781.2	552	313.548	42.2418	10.1558
ENST00000549804.6	7844	8624.72	3657.15	31.9647
ENST00000547292.1	626	455.442	292.316	48.3831
ENST00000551077.1	638	686.97	83.3733	9.14878
ENST00000546682.5	8842	8295.35	361.876	3.28851
ENST00000553108.1	2208	2135.55	591.677	20.8857
ENST00000626200.2	2073	1463.49	264.555	13.627
ENST00000553149.1	513	230.151	0	0
ENST00000441592.2	608	324.166	0	0
ENST00000447911.6	812	517.248	0	0
ENST00000424208.5	3166	3504.41	15.7077	0.337887
ENST00000414175.1	610	383.841	0.279524	0.0548962
ENST00000456576.1	544	260.764	0	0
ENST00000424333.5	2097	2377.67	0	0
ENST00000450809.1	677	443.345	1.01281	0.172211
ENST00000453082.5	6087	6433.09	58.4328	0.684717
ENST00000452731.5	1064	750.113	8.49641	0.853853
ENST00000554726.1	1116	648.149	7	0.814137
ENST00000580438.1	1512	1031.46	0	0
ENST00000605533.1	310	33.7709	40	89.2878
ENST00000624480.1	3180	2836.56	465	12.3576
ENST00000604451.1	268	33.026	5	11.4127
ENST00000546615.1	427	144.744	0	0
ENST00000552334.1	4618	3657.53	257	5.29686
ENST00000604135.1	511	228.196	55	18.1689
ENST00000567527.1	1236	1263.39	424.046	25.3016
ENST00000605703.1	360	79.6734	0	0
ENST00000624188.1	2414	2060.97	33	1.20703
ENST00000623883.1	1449	1305.85	54.8961	3.169
ENST00000565581.1	1603	1292.98	5	0.291509
ENST00000422117.1	2491	2139.09	4	0.140963
ENST00000620538.1	2400	2719.92	6	0.166291
ENST00000557558.1	729	436.311	0	0
ENST00000383019.2	1967	1809.16	5.00156	0.208403
ENST00000557171.1	518	235.082	0	0
ENST00000557426.1	877	582.193	0	0
ENST00000556213.5	713	420.56	0	0
ENST00000556159.5	1169	873.822	0	0
ENST00000557523.1	605	321.198	0	0
ENST00000557672.1	514	231.151	0	0
ENST00000553382.1	220	94.1278	0	0
ENST00000451579.1	606	322.166	0	0
ENST00000450324.1	516	233.128	0	0
ENST00000621819.1	340	59.9156	0	0
ENST00000451816.2	595	311.48	0	0
ENST00000439938.2	970	674.955	0	0
ENST00000567953.1	4089	3793.82	0	0
ENST00000557025.1	380	99.2494	0	0
ENST00000553919.1	318	39.8272	43	81.3883
ENST00000556642.1	347	66.7825	2	2.25757
ENST00000557170.1	1100	804.822	0	0
ENST00000553822.1	336	56.0393	0	0
ENST00000553644.1	209	159.942	3	1.41395
ENST00000419100.1	418	135.841	0	0
ENST00000568033.1	557	273.71	135.882	37.4235
ENST00000560531.1	751	358.356	3	0.631074
ENST00000558671.1	3355	2505.11	65.2602	1.9638
ENST00000567616.1	1537	1241.82	0	0
ENST00000536835.2	2530	2234.82	0	0
ENST00000560994.1	410	128.102	6	3.53078
ENST00000560740.1	1346	1059.81	58.1496	4.13612
ENST00000557989.1	1451	1276.06	53.3116	3.14938
ENST00000561392.1	485	202.386	4	1.48989
ENST00000421447.1	693	400.64	0	0
ENST00000563502.1	251	81.2466	0	0
ENST00000567770.1	1068	772.822	0	0
ENST00000562624.2	4260	4363.17	107.243	1.85285
ENST00000455163.1	399	117.55	0	0
ENST00000623470.1	3930	4280.19	186.43	3.28342
ENST00000602663.1	2351	2289.38	2195.98	72.3078
ENST00000562992.1	701	431.291	31.8139	5.56059
ENST00000602595.1	499	216.261	20	6.97148
ENST00000602594.1	792	327.624	119	27.3807
ENST00000501830.2	970	633.134	192.959	22.9744
ENST00000602684.1	733	387.175	27	5.25691
ENST00000602886.1	1894	2391.04	709.252	22.3608
ENST00000561299.1	263	44.0433	0	0
ENST00000558755.1	565	281.627	0	0
ENST00000559292.2	1450	1046.14	69	4.97203
ENST00000557928.1	468	185.406	14	5.69217
ENST00000560812.5	680	419.377	74.5063	13.3925
ENST00000558388.6	1024	793.727	908.005	86.2364
ENST00000559853.5	648	359.499	101.483	21.2799
ENST00000559094.1	745	380.913	68.8067	13.6169
ENST00000558109.1	608	372.501	261.2	52.8591
ENST00000623902.1	3925	4260.51	111.509	1.97298
ENST00000568289.1	251	81.2466	0	0
ENST00000562108.1	1097	742.602	584.325	59.3161
ENST00000564670.1	543	284.252	363.464	96.39
ENST00000561999.1	366	85.6064	20.8927	18.3977
ENST00000616244.1	701	446.937	18	3.03599
ENST00000613733.4	523	239.987	25.5363	8.0213
ENST00000613931.1	434	151.67	0	0
ENST00000576873.2	969	630.935	55.1003	6.5833
ENST00000500941.2	732	499.758	15.0183	2.26536
ENST00000486285.1	432	149.7	0	0
ENST00000460684.1	461	178.46	0	0
ENST00000558441.1	1738	1442.82	0	0
ENST00000560363.1	574	290.57	0	0
ENST00000623516.1	479	196.406	0	0
ENST00000561458.5	479	196.406	0	0
ENST00000559457.1	462	179.46	0	0
ENST00000621310.1	641	353.894	0	0
ENST00000560404.2	964	719.125	204.541	21.4412
ENST00000560268.2	562	383.29	30	5.90021
ENST00000621925.1	457	174.478	4	1.7282
ENST00000559867.1	387	106.023	2	1.42201
ENST00000623619.1	4824	4891.23	612.307	9.43679
ENST00000565706.1	487	204.366	28.63	10.5605
ENST00000503496.5	2727	2536.45	219.579	6.52589
ENST00000558707.1	588	304.511	0	0
ENST00000623582.1	1734	1438.82	0	0
ENST00000560140.1	473	190.406	0	0
ENST00000624413.1	369	88.5627	427.604	363.97
ENST00000560683.2	477	194.406	0	0
ENST00000559246.1	1342	886.828	2	0.170006
ENST00000501169.2	1477	1017.18	10	0.741098
ENST00000559210.1	493	210.346	0	0
ENST00000560866.1	370	89.5447	0	0
ENST00000560886.5	652	353.608	241.759	51.5388
ENST00000561394.1	701	408.601	0	0
ENST00000560056.1	632	346.13	0	0
ENST00000561236.1	2428	2132.82	0	0
ENST00000558963.2	3042	2791.61	8	0.216027
ENST00000558262.5	298	26.8017	0	0
ENST00000558875.1	601	317.324	34.3891	8.16943
ENST00000565366.1	565	281.627	0	0
ENST00000558089.1	566	282.627	0	0
ENST00000560602.1	417	134.882	0	0
ENST00000561259.1	750	455.934	0	0
ENST00000559509.1	464	181.424	7	2.90855
ENST00000620584.1	398	116.585	6	3.87954
ENST00000561054.1	463	180.46	0	0
ENST00000558081.2	1147	867.387	3	0.260725
ENST00000559992.5	583	299.57	0	0
ENST00000557883.2	766	471.666	0	0
ENST00000558897.1	405	123.227	0	0
ENST00000559232.1	533	285.717	4	1.05535
ENST00000560819.1	464	181.424	1	0.415507
ENST00000434223.3	967	816.845	0	0
ENST00000560198.1	942	1041.69	8	0.578928
ENST00000561320.5	2471	1760.9	224.752	9.6215
ENST00000561161.1	828	1174.69	2.95243	0.189465
ENST00000560231.1	2129	1640.03	22	1.01122
ENST00000559544.1	553	269.737	12	3.35362
ENST00000560203.1	392	110.849	266.632	181.323
ENST00000557946.1	509	286.585	96.368	25.3486
ENST00000560675.2	823	528.248	0	0
ENST00000612997.1	2127	1825.69	404.772	16.7131
ENST00000560197.5	1378	1082.82	0	0
ENST00000561058.5	570	286.627	0	0
ENST00000560484.1	550	266.737	0	0
ENST00000558209.1	489	206.346	0	0
ENST00000559318.1	552	268.737	604.029	169.435
ENST00000558277.1	789	451.903	25.0101	4.17199
ENST00000560709.1	574	290.57	0	0
ENST00000558255.1	696	319.764	1.59589	0.376223
ENST00000560259.1	433	150.685	0	0
ENST00000560129.2	401	119.396	0.404114	0.255145
ENST00000560743.1	1961	1665.82	0	0
ENST00000625107.1	3078	2598.33	2	0.0580242
ENST00000561223.1	953	657.955	0	0
ENST00000558245.1	345	64.8024	0	0
ENST00000558948.1	910	615.135	0	0
ENST00000558846.1	730	437.269	0	0
ENST00000560552.1	579	295.57	0	0
ENST00000560815.1	256	65.9126	0	0
ENST00000558818.2	352	71.7198	0	0
ENST00000559570.1	462	179.46	0	0
ENST00000478845.2	733	440.184	0	0
ENST00000616754.1	526	242.987	2	0.62047
ENST00000560769.1	281	23.1	0	0
ENST00000558616.1	318	39.8272	1	1.89275
ENST00000564211.1	3047	3192.96	308	7.27163
ENST00000559899.1	567	283.627	0	0
ENST00000499797.2	2730	2585.03	75.6136	2.205
ENST00000558675.1	4811	4637.02	2.25977	0.0367366
ENST00000504245.5	2317	2162.88	195.353	6.80868
ENST00000560341.2	669	293.182	184.051	47.3233
ENST00000559012.1	700	403.125	133.813	25.0226
ENST00000560376.1	864	652.528	96	11.0904
ENST00000616620.1	456	173.512	0	0
ENST00000559022.1	461	178.46	0	0
ENST00000613987.1	684	391.869	6	1.15421
ENST00000568093.3	4028	4316.18	53.0505	0.926539
ENST00000624274.1	2442	2146.82	0	0
ENST00000623360.1	2129	1833.82	0	0
ENST00000559727.1	1194	898.822	0	0
ENST00000623564.1	1870	1928.46	294.54	11.5135
ENST00000622487.1	442	159.577	0	0
ENST00000559520.1	568	284.627	0	0
ENST00000559030.1	4020	4391.76	241.189	4.13994
ENST00000560415.1	594	310.48	157	38.1189
ENST00000558421.1	482	199.386	0	0
ENST00000558601.1	584	300.541	26	6.52145
ENST00000559730.1	729	436.311	0	0
ENST00000561460.5	2277	1796.15	163.661	6.86873
ENST00000561039.1	565	281.627	48.3388	12.9388
ENST00000559841.1	516	361.744	83.2313	17.3444
ENST00000533146.5	718	407.032	109.665	20.3101
ENST00000526635.1	419	136.828	88.2209	48.604
ENST00000499988.2	1151	1107.75	355.327	24.1801
ENST00000565315.1	629	317.333	5.23881	1.24449
ENST00000564302.5	643	368.285	36.9283	7.55874
ENST00000568419.1	629	343.186	32.4467	7.12714
ENST00000568525.1	470	187.406	3.32957	1.3393
ENST00000563217.1	250	82.8404	1.0566	0.961487
ENST00000612411.1	163	64.0362	2	2.35439
ENST00000503052.3	1584	1500.74	7	0.351615
ENST00000561388.1	500	217.24	0	0
ENST00000558101.1	414	131.908	0	0
ENST00000558967.1	312	35.2452	0	0
ENST00000560178.1	444	161.561	0	0
ENST00000624853.1	1854	1623.65	1	0.0464283
ENST00000558457.5	676	384.206	0	0
ENST00000558945.5	1269	964.765	439.527	34.343
ENST00000500949.6	8829	8058.88	14265.9	133.444
ENST00000561275.5	821	650.698	166.945	19.3405
ENST00000559368.5	642	479.168	374.43	58.9056
ENST00000560706.5	473	315.941	78.8823	18.8212
ENST00000560545.1	566	648.02	5.05279	0.587783
ENST00000561226.5	775	507.947	242.6	36.0036
ENST00000557993.5	1482	1411.3	606.412	32.3908
ENST00000501665.2	1384	864.678	636.394	55.4812
ENST00000559959.1	476	193.406	6	2.3386
ENST00000565259.1	701	408.601	0	0
ENST00000607505.1	381	100.219	0	0
ENST00000607504.1	316	38.3309	13.571	26.6892
ENST00000562063.1	334	54.0839	174.616	243.383
ENST00000510176.1	585	301.541	0	0
ENST00000512295.1	513	230.151	0	0
ENST00000309874.2	2900	2604.82	0	0
ENST00000564432.3	531	247.889	0	0
ENST00000568861.1	959	663.955	0	0
ENST00000562920.1	400	118.491	0	0
ENST00000622261.1	511	286.795	44	11.5652
ENST00000564168.1	771	599.794	17.4947	2.19876
ENST00000499478.2	2499	2455.35	76.3066	2.34274
ENST00000552704.1	467	184.406	0	0
ENST00000563846.5	823	528.248	0	0
ENST00000561800.1	385	104.066	0	0
ENST00000483208.5	3182	4398.91	157.611	2.70094
ENST00000549793.5	3223	3799.31	829.141	16.4512
ENST00000466369.5	3501	4210.15	38.5123	0.689567
ENST00000495723.1	3881	4927.36	52.736	0.806802
ENST00000564805.1	846	531.209	57.7398	8.19377
ENST00000561902.1	542	258.789	1	0.291292
ENST00000567089.1	562	306.573	54.9593	13.5139
ENST00000615831.1	821	644.735	10	1.16921
ENST00000617465.1	629	313.88	1	0.240165
ENST00000567456.1	425	142.758	3.04191	1.60627
ENST00000500850.2	2017	1538.84	31.4438	1.54034
ENST00000565685.1	532	248.889	0	0
ENST00000564058.1	465	182.424	0	0
ENST00000621680.1	635	317.992	93	22.0466
ENST00000559034.1	655	365.3	0	0
ENST00000558047.1	625	340.214	0	0
ENST00000561324.1	498	215.261	131.901	46.1909
ENST00000560750.1	1093	886.623	1.97618	0.16802
ENST00000313807.4	2863	3365.17	554.93	12.431
ENST00000559356.1	500	217.24	62.7394	21.7708
ENST00000558323.1	570	346.815	52.4718	11.4052
ENST00000560049.1	639	429.456	23.6751	4.15574
ENST00000558006.1	653	418.915	3479.4	626.113
ENST00000611946.1	526	242.987	0	0
ENST00000558419.1	424	141.758	3.34365	1.77806
ENST00000560324.1	542	258.789	3.6527	1.064
ENST00000560967.1	426	143.758	1.65635	0.868544
ENST00000558039.1	595	356.024	744.832	157.708
ENST00000560034.1	292	24.3853	172.889	534.456
ENST00000568314.1	623	535.686	55.8352	7.85727
ENST00000563103.1	308	32.2626	77.1648	180.299
ENST00000623237.1	597	313.449	12	2.88595
ENST00000559003.5	736	627.541	78.5202	9.43221
ENST00000560344.5	545	261.764	15.4118	4.43831
ENST00000561404.1	529	290.919	319.656	82.8293
ENST00000617932.1	1424	1633.14	133.029	6.14038
ENST00000559553.1	729	717.241	493.519	51.8695
ENST00000559869.1	487	204.366	0	0
ENST00000558536.5	715	575.909	157.629	20.6327
ENST00000560647.5	702	394.337	1.53349	0.293149
ENST00000560077.1	2399	2290.86	332.599	10.9445
ENST00000559960.1	552	268.737	8.03215	2.25308
ENST00000557965.1	431	148.715	19.5375	9.90352
ENST00000619041.1	548	264.737	57	16.2306
ENST00000618734.1	544	260.764	0	0
ENST00000560705.1	861	656.378	1.00533	0.115459
ENST00000559600.1	655	513.792	2	0.293438
ENST00000559148.1	539	255.789	0	0
ENST00000561254.1	555	271.737	0	0
ENST00000559799.5	1178	844.523	1.697	0.151476
ENST00000557882.5	620	346.865	81.6299	17.7403
ENST00000560180.1	765	503.893	0	0
ENST00000561174.1	581	297.57	0	0
ENST00000558258.1	396	114.713	0	0
ENST00000558185.1	472	189.406	0	0
ENST00000558792.5	439	156.624	0	0
ENST00000561238.1	448	165.529	0	0
ENST00000558434.1	505	222.196	0	0
ENST00000560900.1	581	358.387	25	5.2585
ENST00000558370.1	325	45.7825	0	0
ENST00000560339.1	572	288.57	0	0
ENST00000561094.1	518	235.082	0	0
ENST00000560623.1	481	198.386	5.94121	2.25755
ENST00000559875.1	695	402.64	0	0
ENST00000560323.1	752	401.876	36.5951	6.86442
ENST00000612262.1	4242	4493.64	839.886	14.0895
ENST00000559134.1	577	293.57	0	0
ENST00000614738.1	749	508.325	2	0.296594
ENST00000558061.1	1943	1861.57	29	1.17434
ENST00000616350.1	526	242.987	14	4.34329
ENST00000559165.1	540	256.789	27	7.92613
ENST00000558304.1	406	124.227	0	0
ENST00000560237.1	765	470.666	0	0
ENST00000623211.1	1198	902.822	0	0
ENST00000559620.1	666	374.832	0	0
ENST00000557910.1	743	410.458	3	0.550969
ENST00000617563.1	647	358.744	6	1.26078
ENST00000619930.1	550	266.737	0	0
ENST00000560375.5	1284	988.822	0	0
ENST00000558150.1	520	237.058	0	0
ENST00000619314.1	1076	1634.97	332.052	15.3098
ENST00000560359.1	709	576.02	137.391	17.9802
ENST00000499624.3	16182	17256.7	7877.43	34.4112
ENST00000561289.1	554	270.737	0	0
ENST00000499326.1	717	411.23	73.0106	13.3837
ENST00000558593.1	507	224.196	0	0
ENST00000558372.1	612	433.445	72.6492	12.6349
ENST00000560159.1	297	26.4075	1	2.85461
ENST00000560380.1	667	373.191	1	0.201996
ENST00000558237.1	606	322.166	1.21908	0.285251
ENST00000624738.1	575	291.57	60.221	15.5696
ENST00000558317.1	304	29.8597	224.589	566.992
ENST00000617693.4	479	196.406	0	0
ENST00000613161.4	2398	2249.18	224.268	7.51652
ENST00000619889.1	654	344.336	46.9521	10.2789
ENST00000559909.1	561	631.882	40.8539	4.87384
ENST00000558938.1	308	32.2626	0	0
ENST00000560011.1	363	82.6489	0	0
ENST00000559672.2	776	481.391	0	0
ENST00000558785.1	174	68.8601	0	0
ENST00000561007.1	560	276.683	0	0
ENST00000559977.1	1053	757.822	0	0
ENST00000560727.5	630	344.572	0	0
ENST00000559173.1	560	276.683	1	0.272453
ENST00000559918.1	855	560.248	0	0
ENST00000557891.1	387	106.023	0	0
ENST00000558994.1	581	359.998	1	0.209399
ENST00000621102.1	293	24.8172	1	3.03753
ENST00000558142.1	510	227.196	0	0
ENST00000559302.1	510	227.196	1	0.331797
ENST00000561318.1	865	721.453	69	7.20967
ENST00000612566.1	866	464.471	89.2133	14.4792
ENST00000561207.1	381	100.219	15.6051	11.7379
ENST00000558607.1	635	338.228	253	56.3877
ENST00000558343.1	462	179.46	0	0
ENST00000559825.1	874	658.212	156.51	17.9246
ENST00000557898.1	895	587.79	2	0.256497
ENST00000560613.1	823	528.248	0	0
ENST00000559779.1	908	879.467	18.1486	1.5556
ENST00000560518.1	1972	2234.83	28.8514	0.973186
ENST00000562062.1	612	327.876	0	0
ENST00000566344.1	635	348.686	0	0
ENST00000566282.1	540	256.789	1	0.29356
ENST00000560818.1	572	288.57	0	0
ENST00000559915.1	601	317.324	2	0.475117
ENST00000624468.1	3944	5047.46	36.1162	0.53939
ENST00000558866.5	793	559.085	912.362	123.016
ENST00000557976.5	1053	887.712	230.613	19.5833
ENST00000558920.1	732	650.308	509.524	59.0636
ENST00000569661.5	483	200.386	0	0
ENST00000570158.1	352	71.7198	0	0
ENST00000623483.1	5819	5691.67	207.34	2.74611
ENST00000611214.1	498	328.598	286	65.6107
ENST00000616335.1	435	152.655	0	0
ENST00000618841.1	406	124.227	8	4.85452
ENST00000565113.5	4589	3602.42	878	18.3727
ENST00000568310.1	1293	745.257	0	0
ENST00000561155.1	364	83.6405	0	0
ENST00000610993.1	341	60.8912	5	6.18999
ENST00000564401.1	2465	1832.39	13	0.53481
ENST00000561934.1	839	544.248	0	0
ENST00000612282.1	578	294.57	0	0
ENST00000562300.5	1495	915.65	2	0.164655
ENST00000568246.1	578	294.57	0	0
ENST00000614966.1	680	388.057	17	3.30238
ENST00000625170.1	141	53.8278	0	0
ENST00000621974.1	596	312.449	13	3.13645
ENST00000611856.1	324	44.9175	0	0
ENST00000620766.4	624	490.97	985.243	151.273
ENST00000501726.1	2530	3434.59	1667.81	36.6055
ENST00000502027.1	2141	2615.55	1416.85	40.8353
ENST00000613170.1	1470	1887.52	244.437	9.7622
ENST00000564843.1	772	477.437	0	0
ENST00000563031.1	255	69.882	0	0
ENST00000566990.1	800	505.297	0	0
ENST00000621477.1	1726	1430.82	0	0
ENST00000567865.1	634	347.789	0	0
ENST00000621880.1	420	137.814	0	0
ENST00000559684.1	874	579.248	0	0
ENST00000561083.1	2231	1839.53	48.0355	1.96848
ENST00000613737.1	656	366.051	0	0
ENST00000615568.1	161	63.4861	0	0
ENST00000561202.1	1757	1461.82	0	0
ENST00000560594.1	542	258.789	0	0
ENST00000500929.2	1396	1176.56	677.085	43.3812
ENST00000560378.1	526	242.987	120.263	37.3099
ENST00000558042.1	450	167.512	0	0
ENST00000452467.1	383	102.128	0	0
ENST00000619686.1	543	259.764	113.619	32.972
ENST00000559026.1	633	359.431	1	0.209729
ENST00000560248.1	448	165.529	22.4414	10.22
ENST00000558749.1	497	214.283	86.4966	30.4289
ENST00000441746.1	97	28.3717	0	0
ENST00000560199.1	402	331.768	14	3.18103
ENST00000560503.2	757	412.101	2	0.365848
ENST00000559824.5	761	511.833	3.28865	0.484354
ENST00000501579.6	761	540.519	11.7299	1.6359
ENST00000558235.5	543	259.764	1.78348	0.517565
ENST00000558140.5	869	397.582	40.5716	7.69253
ENST00000559902.5	723	515.897	15.6264	2.28334
ENST00000559203.1	684	391.869	0	0
ENST00000560280.1	434	151.67	4	1.98808
ENST00000620208.1	434	151.67	9	4.47318
ENST00000558104.1	589	305.511	0	0
ENST00000561413.1	576	292.57	0	0
ENST00000558630.1	470	187.406	0	0
ENST00000560864.1	806	511.248	0	0
ENST00000616822.1	1312	1126.88	21.6951	1.45131
ENST00000560876.1	476	193.406	0	0
ENST00000558572.1	481	198.386	0	0
ENST00000616204.1	426	143.758	0	0
ENST00000559783.2	1985	1500.2	377.652	18.9766
ENST00000561182.1	925	630.016	0	0
ENST00000560686.1	377	96.3381	0	0
ENST00000559590.1	395	113.782	0	0
ENST00000561386.1	963	667.955	0	0
ENST00000559251.1	399	117.55	0	0
ENST00000560813.2	648	359.499	0	0
ENST00000558368.2	1921	1554.69	13	0.630336
ENST00000559985.1	2369	2197.69	215.263	7.38375
ENST00000565136.1	564	297.181	35	8.87812
ENST00000561701.1	451	168.512	0	0
ENST00000568092.1	3511	2888.75	13	0.33924
ENST00000569913.1	592	308.511	41.4575	10.1299
ENST00000611703.1	1549	1245.91	17	1.02857
ENST00000558940.1	2425	2129.82	0	0
ENST00000560347.1	1750	1454.82	0	0
ENST00000559589.1	577	293.751	2.10504	0.5402
ENST00000558888.2	7427	7669.85	68.1305	0.66962
ENST00000558404.1	542	258.789	0	0
ENST00000560963.1	447	164.529	0	0
ENST00000557994.1	570	286.627	0	0
ENST00000557900.1	1225	929.822	0	0
ENST00000561241.1	3354	4485.92	2	0.0336088
ENST00000560903.1	1410	1114.82	0	0
ENST00000558905.1	691	327.575	2	0.46025
ENST00000560238.1	658	437.061	9.48588	1.6361
ENST00000559379.5	661	370.266	0	0
ENST00000559821.2	1988	1692.82	0	0
ENST00000560465.1	615	387.789	8	1.55514
ENST00000615045.1	2347	2658.93	92	2.60829
ENST00000560350.5	407	125.203	0	0
ENST00000559357.5	455	172.512	0	0
ENST00000560067.1	366	85.6064	1	0.880578
ENST00000559861.1	620	315.148	5.01778	1.20025
ENST00000558831.5	1784	1216.14	7.78022	0.482263
ENST00000559737.5	1434	1138.82	0	0
ENST00000560962.5	1807	1495.47	60.202	3.03463
ENST00000561256.5	562	278.683	0	0
ENST00000560622.5	508	225.196	8.80021	2.94582
ENST00000561191.1	572	310.51	18.1998	4.4184
ENST00000559303.2	580	296.57	0	0
ENST00000558050.1	1072	776.822	0	0
ENST00000558443.1	391	109.882	25	17.1509
ENST00000583044.1	554	270.737	23	6.40403
ENST00000581636.1	240	89.9754	0	0
ENST00000560387.1	1609	2218.31	115.333	3.91926
ENST00000618824.1	433	150.685	0	0
ENST00000619654.1	520	335.058	6	1.34991
ENST00000612943.1	615	330.81	0	0
ENST00000619781.1	622	337.314	0	0
ENST00000625124.1	226	150.139	4.48278	2.25075
ENST00000613686.1	466	183.424	46	18.9049
ENST00000567396.1	428	145.744	4	2.06892
ENST00000564269.1	578	304.8	2	0.49464
ENST00000565993.1	500	217.24	342.567	118.872
ENST00000565387.2	2168	2287.81	141	4.64593
ENST00000558797.1	833	583.025	19.1048	2.47019
ENST00000612806.1	707	414.601	0	0
ENST00000617013.1	6721	8576.29	8	0.0703177
ENST00000559904.1	423	140.772	0	0
ENST00000558436.2	719	412.434	294	53.7362
ENST00000558097.5	540	256.789	1453	426.543
ENST00000558071.2	903	608.135	0	0
ENST00000560662.2	331	51.2436	0	0
ENST00000558463.1	472	189.406	0	0
ENST00000559298.5	5753	5654.11	141.602	1.88791
ENST00000561232.5	5748	5452.18	410.987	5.6824
ENST00000558025.1	435	152.655	0	0
ENST00000559285.1	928	944.705	147.1	11.7379
ENST00000559702.1	228	241.743	442.006	137.831
ENST00000604760.1	1533	1453.91	158.004	8.19226
ENST00000558889.5	291	24.0212	9	28.2437
ENST00000560577.1	346	65.7892	0	0
ENST00000502156.1	1986	2782.01	3	0.0812898
ENST00000612894.1	502	219.196	0	0
ENST00000563057.1	396	114.713	4	2.62858
ENST00000557966.1	1117	821.822	0	0
ENST00000559495.1	872	577.248	0	0
ENST00000415504.5	2214	2057.17	0	0
ENST00000559914.1	536	252.84	0	0
ENST00000558369.5	561	277.683	0	0
ENST00000558922.2	1725	1603.78	3	0.14101
ENST00000559964.5	359	78.6894	0	0
ENST00000558147.1	661	410.781	1	0.183512
ENST00000440444.1	2498	2202.82	0	0
ENST00000435479.1	872	577.248	0	0
ENST00000559870.2	916	746.445	8.14156	0.822212
ENST00000570122.1	766	516.197	31.3319	4.57557
ENST00000565312.2	1934	1726.67	63.9763	2.79309
ENST00000563004.2	2419	2123.82	0	0
ENST00000558269.2	571	287.627	0	0
ENST00000558454.1	421	138.8	2	1.08621
ENST00000560870.1	694	401.64	0	0
ENST00000560539.5	1774	2267.99	5	0.166189
ENST00000558617.1	1778	1482.82	0	0
ENST00000558107.1	505	222.196	0	0
ENST00000558702.1	391	109.882	52.3228	35.8953
ENST00000558633.5	826	711.774	1	0.105909
ENST00000558309.5	806	511.248	0	0
ENST00000559025.5	875	580.248	0	0
ENST00000560882.5	1358	1062.82	0	0
ENST00000559029.5	309	33.004	0	0
ENST00000558781.5	1222	926.822	0	0
ENST00000498938.2	1345	1049.82	0	0
ENST00000559477.2	1037	741.822	0	0
ENST00000558010.1	890	595.193	0	0
ENST00000558411.1	2121	2364.93	40.7361	1.29848
ENST00000560655.5	428	145.744	0	0
ENST00000558941.5	545	291.473	3.25127	0.84087
ENST00000559212.1	647	422.098	5.74873	1.02667
ENST00000561316.1	547	263.737	0	0
ENST00000560853.5	1483	1532.63	70.4609	3.46566
ENST00000558385.1	763	468.711	0	0
ENST00000561310.1	569	285.627	0	0
ENST00000558226.1	527	243.987	0	0
ENST00000559752.1	239	90.0848	0	0
ENST00000630447.1	3206	3547.81	14	0.297469
ENST00000630100.1	1021	934.13	23	1.85607
ENST00000629082.1	2066	2134.68	10.3221	0.36451
ENST00000558429.1	472	189.406	27.5264	10.9554
